6.407	Voorzwaai - salto a.o. gehurkt met ½ draai (180°) doorgaand in salto v.o. gehurkt     Voorzwaai met ½ draai (180°) – dubbele salto v.o. gehurkt.	0.4	6	D	acrobatic
6.507	Voorzwaai - salto a.o. gestrekt met ½ draai (180º) doorgaand in salto v.o. gestrekt     Voorzwaai met ½ draai (180º) –dubbele salto v.o. gehoekt	0.5	6	E	acrobatic
6.707	Voorzwaai drievoudige salto a.o. gehurkt	0.7	6	G	acrobatic
6.108	Achterzwaai - salto v.o. gehurkt, gehoekt of gestrekt of vrije spreiddraai v.o. gevolgd door salto v.o. gehurkt	0.1	6	A	acrobatic
6.208	Achterzwaai - salto v.o. gehurkt of gestrekt met ½ (180°) of 1/1 (360°) draai	0.2	6	B	acrobatic
6.308	Achterzwaai  - salto v.o. gestrekt  met 1½ draai (540° ) of met 2/1 draai (720º)     Vanuit ellegreep, zwaai a.o. ½ draai (180°) dubbele salto a.o. gehurkt.	0.3	6	C	acrobatic
6.408	Achterzwaai - dubbele salto v.o.  gehurkt	0.4	6	D	acrobatic
6.508	Achterzwaai - dubbele salto v.o. gehurkt met ½ draai (180°) - ook salto v.o. met ½ draai (180°) overgaand in salto a.o. gehurkt.	0.5	6	E	acrobatic
6.608	Achterzwaai – dubbele salto v.o. gehoekt met ½ draai (180º)	0.6	6	F	acrobatic
6.209	Heupdraai a.o. aan de LL of HL – afhechten, ook vanuit vrije heupdraai a.o.	0.2	6	B	acrobatic
6.309	Heupdraai a.o. (ook vrij) aan de LL of HL – afhechten met  1/1 draai (360º)	0.3	6	C	acrobatic
6.409	Heupdraai a.o. (ook vrij) aan de LL of HL – afhechten met salto a.o. gehurkt	0.4	6	D	acrobatic
6.509	Heupdraai a.o. (ook vrij) aan de LL of HL – afhechten met ½  draai (180°) – salto v.o.	0.5	6	E	acrobatic
6.609	Heupdraai a.o. (ook vrij) aan de LL  of HL – afhechten met salto a.o. met 1/1 draai (360°)	0.6	6	F	acrobatic
6.210	Streksteun borstlings op de HL  - achterzwaai  - salto v.o. gehurkt	0.2	6	B	acrobatic
6.310	Streksteun borstlings op de HL - achterzwaai - salto v.o. gehoekt of salto a.o. gehurkt of gehoekt	0.3	6	C	acrobatic
1.000	– OPSPRONGEN       Brug – TA - Groep 1 - 1	0.1	1	TA	acrobatic
1.001	Borstwaartsomtrekken, afzet 1 of 2 benen	0.1	1	TA	acrobatic
1.002	Opspringen tot steun  Geldt alleen voor supplement 6 & 7	0.1	1	TA	acrobatic
1.007	Vanuit aanloop en afzet met 2 benen heupdraai  voorover	0.1	1	TA	acrobatic
1.010	Opspr ingen tot vrije steun en heup draai achterover	0.1	1	TA	acrobatic
2.001	Achteropzwaai horizontaal  - Geldt voor supplement E, F, G, H en supplement 3 t/m 7  als MW - Geldt voor supplement D niet als MW	0.1	2	TA	acrobatic
2.005	Vrije heupdraai achterover	0.1	2	TA	acrobatic
3.001	1x kurbet; in stille hang overstrekte kurbethouding (hol) (1 sec.) gevolgd door gesloten kurbethouding (bol) (1 sec.)   Geldt alleen voor supplement 3 t/m 7	0.1	3	TA	acrobatic
3.002	Strekhangzwaai (voorzwaai achterzwaai)   Geldt alléén voor supplement F,  G en H  en supplement 3 t/m 7  als MW	0.1	3	TA	acrobatic
3.003	Neerzwaai tussen de liggers, voorzwaai met ½ draai (180°) op hoge ligger hoogte (horizontaal)	0.1	3	TA	acrobatic
3.004	Voorzwaai borstwaartsom (driekwartreus)	0.1	3	TA	acrobatic
3.005	Zweefhangzwaai aan de lage ligger met ½ draai (180°) om de lengte as	0.1	3	TA	acrobatic
3.006	Vanuit stille hang optrekken tot buighang met kin boven ligger  (1 sec.), terug tot hang  Geldt alleen voor supplement 3 t/m 7      	0.1	3	TA	acrobatic
5.008	Ophurken (met liggerwissel)	0.1	5	TA	acrobatic
6.001	Vanuit streksteun op de ligger - (tegenspreiden) ondersprong af tot stand	0.1	6	TA	acrobatic
6.002	Vanuit streksteun voorover duikelen tot hoekhang (3 sec.) en komen tot stand  Geldt alleen voor supplement 3 t/m 7	0.1	6	TA	acrobatic
